"","slugScore","slugTeamLeading","idGame","numberEvent","numberEventMessageType","numberEventActionType","numberPeriod","timeStringWC","timeQuarter","descriptionPlayHome","descriptionPlayVisitor","minuteGame","timeRemaining","minuteRemainingQuarter","secondsRemainingQuarter","scoreHome","scoreAway","marginScore"
"485","6 - 6","Home",21700003,44,1,5,1,"7:21 PM","8:40",NA,"Howard 1' Layup (2 PTS) (Lamb 1 AST)",3.33333333333333,44.6666666666667,8,40,6,6,NA
"486","6 - 8","Home",21700003,46,1,9,1,"7:21 PM","8:23","Harris 1' Driving Dunk (4 PTS) (Jackson 1 AST)",NA,3.61666666666667,44.3833333333333,8,23,6,8,2
"487","8 - 8","Home",21700003,49,1,5,1,"7:21 PM","8:03",NA,"Howard 2' Layup (4 PTS) (Lamb 2 AST)",3.95,44.05,8,3,8,8,NA
"488","8 - 10","Home",21700003,51,1,79,1,"7:21 PM","7:52","Jackson 9' Pullup Jump Shot (2 PTS)",NA,4.13333333333333,43.8666666666667,7,52,8,10,2
"489",NA,"Home",21700003,52,2,1,1,"7:22 PM","7:39",NA,"MISS Williams 25' 3PT Jump Shot",4.35,43.65,7,39,NA,NA,NA
"490",NA,"Home",21700003,53,4,0,1,"7:22 PM","7:36","Jackson REBOUND (Off:0 Def:2)",NA,4.4,43.6,7,36,NA,NA,NA
"491","8 - 12","Home",21700003,54,1,5,1,"7:22 PM","7:35","Harris 3' Layup (6 PTS) (Jackson 2 AST)",NA,4.41666666666667,43.5833333333333,7,35,8,12,4
"492",NA,"Home",21700003,56,6,2,1,"7:22 PM","7:35",NA,"Williams S.FOUL (P1.T2) (M.Boland)",4.41666666666667,43.5833333333333,7,35,NA,NA,NA
"493","8 - 13","Home",21700003,58,3,10,1,"7:22 PM","7:35","Harris Free Throw 1 of 1 (7 PTS)",NA,4.41666666666667,43.5833333333333,7,35,8,13,5
"494",NA,"Home",21700003,59,6,1,1,"7:22 PM","7:21","Drummond P.FOUL (P2.T2) (J.DeRosa)",NA,4.65,43.35,7,21,NA,NA,NA
"495",NA,"Home",21700003,62,8,0,1,"7:23 PM","7:21","SUB: Moreland FOR Drummond",NA,4.65,43.35,7,21,NA,NA,NA
"496",NA,"Home",21700003,63,2,5,1,"7:23 PM","7:06",NA,"MISS Howard 6' Layup",4.9,43.1,7,6,NA,NA,NA
"497",NA,"Home",21700003,64,4,0,1,"7:23 PM","7:04","Bradley REBOUND (Off:0 Def:1)",NA,4.93333333333333,43.0666666666667,7,4,NA,NA,NA
"498",NA,"Home",21700003,65,2,1,1,"7:23 PM","6:59","MISS Bradley 20' Jump Shot",NA,5.01666666666667,42.9833333333333,6,59,NA,NA,NA
"499",NA,"Home",21700003,66,4,0,1,"7:23 PM","6:56",NA,"Howard REBOUND (Off:0 Def:4)",5.06666666666667,42.9333333333333,6,56,NA,NA,NA
"500",NA,"Home",21700003,67,2,5,1,"7:23 PM","6:52",NA,"MISS Bacon 3' Layup",5.13333333333333,42.8666666666667,6,52,NA,NA,NA
"501",NA,"Home",21700003,68,4,0,1,"7:23 PM","6:48","Harris REBOUND (Off:0 Def:3)",NA,5.2,42.8,6,48,NA,NA,NA
"502","8 - 16","Home",21700003,69,1,79,1,"7:24 PM","6:41","Harris 26' 3PT Pullup Jump Shot (10 PTS) (Johnson 1 AST)",NA,5.31666666666667,42.6833333333333,6,41,8,16,8
"503",NA,"Home",21700003,71,9,1,1,"7:24 PM","6:33",NA,"Hornets Timeout: Regular (Reg.1 Short 0)",5.45,42.55,6,33,NA,NA,NA
"504",NA,"Home",21700003,73,8,0,1,"7:26 PM","6:33",NA,"SUB: Kaminsky FOR Bacon",5.45,42.55,6,33,NA,NA,NA
"505",NA,"Home",21700003,74,6,2,1,"7:27 PM","6:31","Moreland S.FOUL (P1.T3) (M.Boland)",NA,5.48333333333333,42.5166666666667,6,31,NA,NA,NA
"506","9 - 16","Home",21700003,76,3,11,1,"7:27 PM","6:31",NA,"Lamb Free Throw 1 of 2 (2 PTS)",5.48333333333333,42.5166666666667,6,31,9,16,7
"507","10 - 16","Home",21700003,77,3,12,1,"7:27 PM","6:31",NA,"Lamb Free Throw 2 of 2 (3 PTS)",5.48333333333333,42.5166666666667,6,31,10,16,6
"508",NA,"Home",21700003,78,2,1,1,"7:28 PM","6:21","MISS Bradley 17' Jump Shot",NA,5.65,42.35,6,21,NA,NA,NA
"509",NA,"Home",21700003,79,4,0,1,"7:28 PM","6:18",NA,"Howard REBOUND (Off:0 Def:5)",5.7,42.3,6,18,NA,NA,NA
"510",NA,"Home",21700003,80,6,2,1,"7:28 PM","6:11","Bradley S.FOUL (P1.T4) (J.DeRosa)",NA,5.81666666666667,42.1833333333333,6,11,NA,NA,NA
"511","11 - 16","Home",21700003,82,3,11,1,"7:28 PM","6:11",NA,"Walker Free Throw 1 of 2 (1 PTS)",5.81666666666667,42.1833333333333,6,11,11,16,5
"512","12 - 16","Home",21700003,83,3,12,1,"7:29 PM","6:11",NA,"Walker Free Throw 2 of 2 (2 PTS)",5.81666666666667,42.1833333333333,6,11,12,16,4
"513","12 - 18","Home",21700003,84,1,78,1,"7:29 PM","5:57","Harris 12' Floating Jump Shot (12 PTS)",NA,6.05,41.95,5,57,12,18,6
"514",NA,"Home",21700003,85,2,1,1,"7:29 PM","5:37",NA,"MISS Kaminsky 26' 3PT Jump Shot",6.38333333333333,41.6166666666667,5,37,NA,NA,NA
"515",NA,"Home",21700003,86,4,0,1,"7:29 PM","5:33",NA,"Howard REBOUND (Off:1 Def:5)",6.45,41.55,5,33,NA,NA,NA
"516",NA,"Home",21700003,87,6,2,1,"7:29 PM","5:32","Harris S.FOUL (P1.PN) (M.Davis)",NA,6.46666666666667,41.5333333333333,5,32,NA,NA,NA
"517","13 - 18","Home",21700003,89,3,11,1,"7:30 PM","5:32",NA,"Lamb Free Throw 1 of 2 (4 PTS)",6.46666666666667,41.5333333333333,5,32,13,18,5
"518",NA,"Home",21700003,91,8,0,1,"7:30 PM","5:32","SUB: Leuer FOR Johnson",NA,6.46666666666667,41.5333333333333,5,32,NA,NA,NA
"519","14 - 18","Home",21700003,92,3,12,1,"7:30 PM","5:32",NA,"Lamb Free Throw 2 of 2 (5 PTS)",6.46666666666667,41.5333333333333,5,32,14,18,4
"520","14 - 21","Home",21700003,93,1,1,1,"7:30 PM","5:20","Harris 26' 3PT Jump Shot (15 PTS) (Jackson 3 AST)",NA,6.66666666666667,41.3333333333333,5,20,14,21,7
"521",NA,"Home",21700003,95,6,1,1,"7:30 PM","5:12","Bradley P.FOUL (P2.PN) (M.Davis)",NA,6.8,41.2,5,12,NA,NA,NA
"522","15 - 21","Home",21700003,97,3,11,1,"7:31 PM","5:12",NA,"Walker Free Throw 1 of 2 (3 PTS)",6.8,41.2,5,12,15,21,6
"523",NA,"Home",21700003,100,8,0,1,"7:31 PM","5:12","SUB: Smith FOR Jackson",NA,6.8,41.2,5,12,NA,NA,NA
"524",NA,"Home",21700003,101,8,0,1,"7:31 PM","5:12","SUB: Galloway FOR Bradley",NA,6.8,41.2,5,12,NA,NA,NA
"525","16 - 21","Home",21700003,102,3,12,1,"7:31 PM","5:12",NA,"Walker Free Throw 2 of 2 (4 PTS)",6.8,41.2,5,12,16,21,5
"526",NA,"Home",21700003,103,2,1,1,"7:32 PM","4:55","MISS Galloway 27' 3PT Jump Shot",NA,7.08333333333333,40.9166666666667,4,55,NA,NA,NA
"527",NA,"Home",21700003,104,4,0,1,"7:32 PM","4:52",NA,"Howard REBOUND (Off:1 Def:6)",7.13333333333333,40.8666666666667,4,52,NA,NA,NA
"528","18 - 21","Home",21700003,105,1,6,1,"7:32 PM","4:38",NA,"Lamb 7' Driving Layup (7 PTS)",7.36666666666667,40.6333333333333,4,38,18,21,3
"529",NA,"Home",21700003,106,2,1,1,"7:32 PM","4:22","MISS Leuer  3PT Jump Shot",NA,7.63333333333333,40.3666666666667,4,22,NA,NA,NA
"530",NA,"Home",21700003,107,4,0,1,"7:32 PM","4:19",NA,"Walker REBOUND (Off:0 Def:1)",7.68333333333333,40.3166666666667,4,19,NA,NA,NA
"531",NA,"Home",21700003,108,5,1,1,"7:32 PM","4:12","Moreland STEAL (1 STL)","Walker Bad Pass Turnover (P1.T2)",7.8,40.2,4,12,NA,NA,NA
"532","18 - 23","Home",21700003,110,1,1,1,"7:33 PM","3:55","Smith 20' Jump Shot (2 PTS)",NA,8.08333333333333,39.9166666666667,3,55,18,23,5
"533",NA,"Home",21700003,111,2,1,1,"7:33 PM","3:35",NA,"MISS Kaminsky 26' 3PT Jump Shot",8.41666666666667,39.5833333333333,3,35,NA,NA,NA
"534",NA,"Home",21700003,112,4,0,1,"7:33 PM","3:33","Harris REBOUND (Off:0 Def:4)",NA,8.45,39.55,3,33,NA,NA,NA
"535","18 - 25","Home",21700003,113,1,79,1,"7:33 PM","3:30","Harris 15' Pullup Jump Shot (17 PTS)",NA,8.5,39.5,3,30,18,25,7
"536","20 - 25","Home",21700003,114,1,44,1,"7:33 PM","3:00",NA,"Howard 1' Reverse Layup (6 PTS)",9,39,3,0,20,25,5
"537",NA,"Home",21700003,115,2,1,1,"7:34 PM","2:45","MISS Smith 13' Jump Shot",NA,9.25,38.75,2,45,NA,NA,NA
"538",NA,"Home",21700003,116,4,0,1,"7:34 PM","2:43",NA,"Kaminsky REBOUND (Off:0 Def:1)",9.28333333333333,38.7166666666667,2,43,NA,NA,NA
"539","22 - 25","Home",21700003,117,1,6,1,"7:34 PM","2:37",NA,"Lamb 5' Driving Layup (9 PTS)",9.38333333333333,38.6166666666667,2,37,22,25,3
"540",NA,"Home",21700003,118,9,1,1,"7:34 PM","2:28","PISTONS Timeout: Regular (Full 1 Short 0)",NA,9.53333333333333,38.4666666666667,2,28,NA,NA,NA
"541",NA,"Home",21700003,122,8,0,1,"7:36 PM","2:28",NA,"SUB: Monk FOR Williams",9.53333333333333,38.4666666666667,2,28,NA,NA,NA
"542",NA,"Home",21700003,123,8,0,1,"7:36 PM","2:28",NA,"SUB: Bacon FOR Lamb",9.53333333333333,38.4666666666667,2,28,NA,NA,NA
"543",NA,"Home",21700003,124,8,0,1,"7:36 PM","2:28",NA,"SUB: Zeller FOR Howard",9.53333333333333,38.4666666666667,2,28,NA,NA,NA
"544",NA,"Home",21700003,125,2,1,1,"7:37 PM","2:18","MISS Harris 13' Jump Shot",NA,9.7,38.3,2,18,NA,NA,NA
"545",NA,"Home",21700003,126,4,0,1,"7:37 PM","2:13",NA,"Zeller REBOUND (Off:0 Def:1)",9.78333333333333,38.2166666666667,2,13,NA,NA,NA
"546",NA,"Home",21700003,127,2,1,1,"7:37 PM","2:07",NA,"MISS Walker 21' Jump Shot",9.88333333333333,38.1166666666667,2,7,NA,NA,NA
"547",NA,"Home",21700003,128,4,0,1,"7:37 PM","2:04","Moreland REBOUND (Off:0 Def:1)",NA,9.93333333333333,38.0666666666667,2,4,NA,NA,NA
"548",NA,"Home",21700003,129,5,39,1,"7:38 PM","1:56","Smith Step Out of Bounds Turnover (P1.T1)",NA,10.0666666666667,37.9333333333333,1,56,NA,NA,NA
"549",NA,"Home",21700003,131,8,0,1,"7:38 PM","1:56",NA,"SUB: Stone FOR Walker",10.0666666666667,37.9333333333333,1,56,NA,NA,NA
"550","25 - 25","Home",21700003,132,1,1,1,"7:38 PM","1:38",NA,"Stone  3PT Jump Shot (3 PTS) (Monk 1 AST)",10.3666666666667,37.6333333333333,1,38,25,25,NA
"551","25 - 27","Home",21700003,134,1,79,1,"7:38 PM","1:21","Galloway 14' Pullup Jump Shot (2 PTS)",NA,10.65,37.35,1,21,25,27,2
"552",NA,"Home",21700003,135,5,1,1,"7:39 PM","1:07","Smith STEAL (1 STL)","Bacon Bad Pass Turnover (P1.T3)",10.8833333333333,37.1166666666667,1,7,NA,NA,NA
"553","25 - 29","Home",21700003,137,1,5,1,"7:39 PM","1:03","Leuer 1' Layup (2 PTS) (Smith 1 AST)",NA,10.95,37.05,1,3,25,29,4
"554",NA,"Home",21700003,139,6,2,1,"7:39 PM","1:03",NA,"Stone S.FOUL (P1.T3) (J.DeRosa)",10.95,37.05,1,3,NA,NA,NA
"555",NA,"Home",21700003,143,8,0,1,"7:39 PM","1:03","SUB: Johnson FOR Moreland",NA,10.95,37.05,1,3,NA,NA,NA
"556",NA,"Home",21700003,144,8,0,1,"7:39 PM","1:03","SUB: Ellenson FOR Harris",NA,10.95,37.05,1,3,NA,NA,NA
"557",NA,"Home",21700003,145,3,10,1,"7:39 PM","1:03","MISS Leuer Free Throw 1 of 1",NA,10.95,37.05,1,3,NA,NA,NA
"558",NA,"Home",21700003,146,4,0,1,"7:39 PM","0:59",NA,"Bacon REBOUND (Off:0 Def:1)",11.0166666666667,36.9833333333333,0,59,NA,NA,NA
"559",NA,"Home",21700003,147,6,2,1,"7:40 PM","0:41","Ellenson S.FOUL (P1.PN) (J.DeRosa)",NA,11.3166666666667,36.6833333333333,0,41,NA,NA,NA
"560","26 - 29","Home",21700003,149,3,11,1,"7:40 PM","0:41",NA,"Kaminsky Free Throw 1 of 2 (1 PTS)",11.3166666666667,36.6833333333333,0,41,26,29,3
"561","27 - 29","Home",21700003,150,3,12,1,"7:40 PM","0:41",NA,"Kaminsky Free Throw 2 of 2 (2 PTS)",11.3166666666667,36.6833333333333,0,41,27,29,2
"562",NA,"Home",21700003,151,2,1,1,"7:40 PM","0:31","MISS Ellenson 16' Jump Shot",NA,11.4833333333333,36.5166666666667,0,31,NA,NA,NA
"563",NA,"Home",21700003,152,4,0,1,"7:41 PM","0:28",NA,"Zeller REBOUND (Off:0 Def:2)",11.5333333333333,36.4666666666667,0,28,NA,NA,NA
"564",NA,"Home",21700003,153,5,1,1,"7:41 PM","0:06","Galloway STEAL (1 STL)","Stone Bad Pass Turnover (P1.T4)",11.9,36.1,0,6,NA,NA,NA
"565",NA,"Home",21700003,156,2,1,1,"7:41 PM","0:00","MISS Johnson 22' Jump Shot",NA,12,36,0,0,NA,NA,NA
"566",NA,"Home",21700003,157,4,0,1,"7:41 PM","0:00","PISTONS Rebound",NA,12,36,0,0,NA,NA,NA
"567","27 - 29","Home",21700003,158,13,0,1,"7:43 PM","0:00",NA,NA,12,36,0,0,27,29,2
"568","27 - 29","Home",21700003,159,12,0,2,"7:44 PM","12:00",NA,NA,12,36,12,0,27,29,2
"569","27 - 31","Home",21700003,160,1,78,2,"7:44 PM","11:45","Galloway 12' Floating Jump Shot (4 PTS)",NA,12.25,35.75,11,45,27,31,4
"570",NA,"Home",21700003,161,2,80,2,"7:45 PM","11:28",NA,"MISS Monk 17' Step Back Jump Shot",12.5333333333333,35.4666666666667,11,28,NA,NA,NA
"571",NA,"Home",21700003,162,4,0,2,"7:45 PM","11:25","Johnson REBOUND (Off:0 Def:1)",NA,12.5833333333333,35.4166666666667,11,25,NA,NA,NA
"572","27 - 33","Home",21700003,163,1,78,2,"7:45 PM","11:17","Galloway 8' Floating Jump Shot (6 PTS) (Ellenson 1 AST)",NA,12.7166666666667,35.2833333333333,11,17,27,33,6
"573","30 - 33","Home",21700003,165,1,1,2,"7:45 PM","11:00",NA,"Stone 25' 3PT Jump Shot (6 PTS) (Kaminsky 1 AST)",13,35,11,0,30,33,3
"574","30 - 35","Home",21700003,167,1,6,2,"7:45 PM","10:43","Ellenson 2' Driving Layup (2 PTS) (Smith 2 AST)",NA,13.2833333333333,34.7166666666667,10,43,30,35,5
"575",NA,"Home",21700003,169,6,2,2,"7:45 PM","10:43",NA,"Zeller S.FOUL (P1.T1) (J.DeRosa)",13.2833333333333,34.7166666666667,10,43,NA,NA,NA
"576","30 - 36","Home",21700003,171,3,10,2,"7:46 PM","10:43","Ellenson Free Throw 1 of 1 (3 PTS)",NA,13.2833333333333,34.7166666666667,10,43,30,36,6
"577",NA,"Home",21700003,172,5,2,2,"7:46 PM","10:30","Ellenson STEAL (1 STL)","Monk Lost Ball Turnover (P1.T5)",13.5,34.5,10,30,NA,NA,NA
"578","30 - 38","Home",21700003,174,1,5,2,"7:46 PM","10:24","Ellenson 1' Layup (5 PTS)",NA,13.6,34.4,10,24,30,38,8
"579",NA,"Home",21700003,175,5,1,2,"7:46 PM","10:07","Galloway STEAL (2 STL)","Bacon Bad Pass Turnover (P2.T6)",13.8833333333333,34.1166666666667,10,7,NA,NA,NA
"580",NA,"Home",21700003,177,2,1,2,"7:46 PM","10:02","MISS Galloway 27' 3PT Jump Shot",NA,13.9666666666667,34.0333333333333,10,2,NA,NA,NA
"581",NA,"Home",21700003,178,4,0,2,"7:46 PM","10:00",NA,"Zeller REBOUND (Off:0 Def:3)",14,34,10,0,NA,NA,NA
"582",NA,"Home",21700003,179,2,1,2,"7:46 PM","9:56",NA,"MISS Monk 26' 3PT Jump Shot",14.0666666666667,33.9333333333333,9,56,NA,NA,NA
"583",NA,"Home",21700003,180,4,0,2,"7:47 PM","9:56","Galloway REBOUND (Off:0 Def:1)",NA,14.0666666666667,33.9333333333333,9,56,NA,NA,NA
"584",NA,"Home",21700003,181,2,1,2,"7:47 PM","9:47","MISS Ellenson 27' 3PT Jump Shot",NA,14.2166666666667,33.7833333333333,9,47,NA,NA,NA
"585",NA,"Home",21700003,182,4,0,2,"7:47 PM","9:47",NA,"Bacon REBOUND (Off:0 Def:2)",14.2166666666667,33.7833333333333,9,47,NA,NA,NA
"586",NA,"Home",21700003,183,2,5,2,"7:47 PM","9:34","Leuer BLOCK (1 BLK)","MISS Zeller 1' Layup",14.4333333333333,33.5666666666667,9,34,NA,NA,NA
"587",NA,"Home",21700003,185,4,0,2,"7:47 PM","9:31","Ellenson REBOUND (Off:0 Def:1)",NA,14.4833333333333,33.5166666666667,9,31,NA,NA,NA
"588",NA,"Home",21700003,186,5,2,2,"7:47 PM","9:28","Leuer Lost Ball Turnover (P1.T2)","Stone STEAL (1 STL)",14.5333333333333,33.4666666666667,9,28,NA,NA,NA
"589",NA,"Home",21700003,188,2,5,2,"7:47 PM","9:14",NA,"MISS Monk 2' Layup",14.7666666666667,33.2333333333333,9,14,NA,NA,NA
"590",NA,"Home",21700003,189,4,0,2,"7:47 PM","9:12","Ellenson REBOUND (Off:0 Def:2)",NA,14.8,33.2,9,12,NA,NA,NA
"591",NA,"Home",21700003,190,2,1,2,"7:47 PM","9:03","MISS Smith 19' Jump Shot",NA,14.95,33.05,9,3,NA,NA,NA
"592",NA,"Home",21700003,191,4,0,2,"7:47 PM","8:59",NA,"Zeller REBOUND (Off:0 Def:4)",15.0166666666667,32.9833333333333,8,59,NA,NA,NA
"593",NA,"Home",21700003,192,2,1,2,"7:48 PM","8:43",NA,"MISS Bacon 24' 3PT Jump Shot",15.2833333333333,32.7166666666667,8,43,NA,NA,NA
"594",NA,"Home",21700003,193,4,0,2,"7:48 PM","8:39","Leuer REBOUND (Off:0 Def:1)",NA,15.35,32.65,8,39,NA,NA,NA
"595",NA,"Home",21700003,194,2,1,2,"7:48 PM","8:25","MISS Johnson 26' 3PT Jump Shot",NA,15.5833333333333,32.4166666666667,8,25,NA,NA,NA
"596",NA,"Home",21700003,195,4,0,2,"7:48 PM","8:22",NA,"Zeller REBOUND (Off:0 Def:5)",15.6333333333333,32.3666666666667,8,22,NA,NA,NA
"597",NA,"Home",21700003,196,2,1,2,"7:48 PM","8:10",NA,"MISS Kaminsky 26' 3PT Jump Shot",15.8333333333333,32.1666666666667,8,10,NA,NA,NA
"598",NA,"Home",21700003,197,4,0,2,"7:48 PM","8:07","Galloway REBOUND (Off:0 Def:2)",NA,15.8833333333333,32.1166666666667,8,7,NA,NA,NA
"599",NA,"Home",21700003,198,2,1,2,"7:48 PM","8:04","MISS Galloway 19' Jump Shot",NA,15.9333333333333,32.0666666666667,8,4,NA,NA,NA
"600",NA,"Home",21700003,199,4,0,2,"7:48 PM","8:01",NA,"Zeller REBOUND (Off:0 Def:6)",15.9833333333333,32.0166666666667,8,1,NA,NA,NA
"601","32 - 38","Home",21700003,200,1,6,2,"7:49 PM","7:48",NA,"Bacon 1' Driving Layup (5 PTS) (Stone 1 AST)",16.2,31.8,7,48,32,38,6
"602",NA,"Home",21700003,202,9,1,2,"7:49 PM","7:40","PISTONS Timeout: Regular (Full 2 Short 0)",NA,16.3333333333333,31.6666666666667,7,40,NA,NA,NA
"603",NA,"Home",21700003,207,8,0,2,"7:51 PM","7:40","SUB: Drummond FOR Galloway",NA,16.3333333333333,31.6666666666667,7,40,NA,NA,NA
"604",NA,"Home",21700003,208,8,0,2,"7:51 PM","7:40","SUB: Bradley FOR Smith",NA,16.3333333333333,31.6666666666667,7,40,NA,NA,NA
"605",NA,"Home",21700003,209,8,0,2,"7:51 PM","7:40","SUB: Jackson FOR Leuer",NA,16.3333333333333,31.6666666666667,7,40,NA,NA,NA
"606",NA,"Home",21700003,210,8,0,2,"7:51 PM","7:40",NA,"SUB: Walker FOR Stone",16.3333333333333,31.6666666666667,7,40,NA,NA,NA
"607","32 - 40","Home",21700003,211,1,44,2,"7:52 PM","7:32","Bradley 1' Reverse Layup (6 PTS) (Drummond 2 AST)",NA,16.4666666666667,31.5333333333333,7,32,32,40,8
"608",NA,"Home",21700003,213,2,1,2,"7:52 PM","7:17",NA,"MISS Kaminsky 8' Jump Shot",16.7166666666667,31.2833333333333,7,17,NA,NA,NA
"609",NA,"Home",21700003,214,4,0,2,"7:52 PM","7:14","Drummond REBOUND (Off:0 Def:1)",NA,16.7666666666667,31.2333333333333,7,14,NA,NA,NA
"610","32 - 42","Home",21700003,215,1,6,2,"7:52 PM","7:04","Bradley 2' Driving Layup (8 PTS) (Drummond 3 AST)",NA,16.9333333333333,31.0666666666667,7,4,32,42,10
"611",NA,"Home",21700003,217,5,1,2,"7:53 PM","6:44","Jackson STEAL (1 STL)","Monk Bad Pass Turnover (P2.T7)",17.2666666666667,30.7333333333333,6,44,NA,NA,NA
"612",NA,"Home",21700003,219,6,2,2,"7:53 PM","6:41",NA,"Zeller S.FOUL (P2.T2) (M.Davis)",17.3166666666667,30.6833333333333,6,41,NA,NA,NA
"613","32 - 43","Home",21700003,221,3,11,2,"7:53 PM","6:41","Johnson Free Throw 1 of 2 (1 PTS)",NA,17.3166666666667,30.6833333333333,6,41,32,43,11
"614",NA,"Home",21700003,223,8,0,2,"7:53 PM","6:41",NA,"SUB: Howard FOR Kaminsky",17.3166666666667,30.6833333333333,6,41,NA,NA,NA
"615","32 - 44","Home",21700003,224,3,12,2,"7:53 PM","6:41","Johnson Free Throw 2 of 2 (2 PTS)",NA,17.3166666666667,30.6833333333333,6,41,32,44,12
"616",NA,"Home",21700003,225,6,2,2,"7:54 PM","6:35","Bradley S.FOUL (P3.T1) (M.Boland)",NA,17.4166666666667,30.5833333333333,6,35,NA,NA,NA
"617",NA,"Home",21700003,227,3,13,2,"7:54 PM","6:35",NA,"MISS Walker Free Throw 1 of 3",17.4166666666667,30.5833333333333,6,35,NA,NA,NA
"618",NA,"Home",21700003,228,4,1,2,"7:54 PM","6:35",NA,"Hornets Rebound",17.4166666666667,30.5833333333333,6,35,NA,NA,NA
"619","33 - 44","Home",21700003,229,3,14,2,"7:54 PM","6:35",NA,"Walker Free Throw 2 of 3 (5 PTS)",17.4166666666667,30.5833333333333,6,35,33,44,11
"620",NA,"Home",21700003,231,8,0,2,"7:54 PM","6:35","SUB: Galloway FOR Bradley",NA,17.4166666666667,30.5833333333333,6,35,NA,NA,NA
"621","34 - 44","Home",21700003,232,3,15,2,"7:55 PM","6:35",NA,"Walker Free Throw 3 of 3 (6 PTS)",17.4166666666667,30.5833333333333,6,35,34,44,10
"622",NA,"Home",21700003,233,2,78,2,"7:55 PM","6:14","MISS Jackson 6' Floating Jump Shot",NA,17.7666666666667,30.2333333333333,6,14,NA,NA,NA
"623",NA,"Home",21700003,234,4,0,2,"7:55 PM","6:13",NA,"Howard REBOUND (Off:1 Def:7)",17.7833333333333,30.2166666666667,6,13,NA,NA,NA
"624",NA,"Home",21700003,235,2,1,2,"7:55 PM","6:09",NA,"MISS Bacon 24' 3PT Jump Shot",17.85,30.15,6,9,NA,NA,NA
"625",NA,"Home",21700003,236,4,0,2,"7:55 PM","6:04","Drummond REBOUND (Off:0 Def:2)",NA,17.9333333333333,30.0666666666667,6,4,NA,NA,NA
"626",NA,"Home",21700003,237,2,101,2,"7:55 PM","5:54","MISS Jackson 6' Driving Floating Jump Shot",NA,18.1,29.9,5,54,NA,NA,NA
"627",NA,"Home",21700003,238,4,0,2,"7:55 PM","5:53",NA,"Walker REBOUND (Off:0 Def:2)",18.1166666666667,29.8833333333333,5,53,NA,NA,NA
"628","36 - 44","Home",21700003,239,1,1,2,"7:56 PM","5:37",NA,"Walker 16' Jump Shot (8 PTS)",18.3833333333333,29.6166666666667,5,37,36,44,8
"629",NA,"Home",21700003,240,2,5,2,"7:56 PM","5:24","MISS Jackson 6' Layup",NA,18.6,29.4,5,24,NA,NA,NA
"630",NA,"Home",21700003,241,4,0,2,"7:56 PM","5:24",NA,"Hornets Rebound",18.6,29.4,5,24,NA,NA,NA
"631",NA,"Home",21700003,242,6,1,2,"7:56 PM","5:24","Drummond P.FOUL (P3.T2) (M.Boland)",NA,18.6,29.4,5,24,NA,NA,NA
"632",NA,"Home",21700003,246,8,0,2,"7:56 PM","5:24","SUB: Moreland FOR Drummond",NA,18.6,29.4,5,24,NA,NA,NA
"633",NA,"Home",21700003,247,8,0,2,"7:56 PM","5:24","SUB: Harris FOR Ellenson",NA,18.6,29.4,5,24,NA,NA,NA
"634",NA,"Home",21700003,249,8,0,2,"7:56 PM","5:24",NA,"SUB: Lamb FOR Bacon",18.6,29.4,5,24,NA,NA,NA
"635",NA,"Home",21700003,250,5,1,2,"7:56 PM","5:10","Moreland STEAL (2 STL)","Walker Bad Pass Turnover (P2.T8)",18.8333333333333,29.1666666666667,5,10,NA,NA,NA
"636","36 - 46","Home",21700003,252,1,1,2,"7:57 PM","4:57","Harris 21' Jump Shot (19 PTS)",NA,19.05,28.95,4,57,36,46,10
"637",NA,"Home",21700003,253,2,1,2,"7:57 PM","4:34",NA,"MISS Lamb 15' Jump Shot",19.4333333333333,28.5666666666667,4,34,NA,NA,NA
"638",NA,"Home",21700003,254,4,0,2,"7:57 PM","4:32","Harris REBOUND (Off:0 Def:5)",NA,19.4666666666667,28.5333333333333,4,32,NA,NA,NA
"639",NA,"Home",21700003,255,6,16,2,"7:57 PM","4:32",NA,NA,19.4666666666667,28.5333333333333,4,32,NA,NA,NA
"640",NA,"Home",21700003,258,8,0,2,"7:58 PM","4:32",NA,"SUB: Williams FOR Zeller",19.4666666666667,28.5333333333333,4,32,NA,NA,NA
"641",NA,"Home",21700003,261,6,2,2,"7:58 PM","4:25",NA,"Monk S.FOUL (P1.T3) (M.Davis)",19.5833333333333,28.4166666666667,4,25,NA,NA,NA
"642","36 - 50","Home",21700003,263,3,10,2,"7:59 PM","4:25","Galloway Free Throw 1 of 1 (10 PTS)",NA,19.5833333333333,28.4166666666667,4,25,36,50,14
"643","36 - 49","Home",21700003,259,1,1,2,"7:58 PM","4:24","Galloway 27' 3PT Jump Shot (9 PTS) (Harris 2 AST)",NA,19.6,28.4,4,24,36,49,13
"644",NA,"Home",21700003,264,2,1,2,"7:59 PM","4:08",NA,"MISS Lamb 15' Jump Shot",19.8666666666667,28.1333333333333,4,8,NA,NA,NA
"645",NA,"Home",21700003,265,4,0,2,"7:59 PM","4:05","Harris REBOUND (Off:0 Def:6)",NA,19.9166666666667,28.0833333333333,4,5,NA,NA,NA
"646",NA,"Home",21700003,266,2,1,2,"7:59 PM","3:52","MISS Johnson 17' Jump Shot",NA,20.1333333333333,27.8666666666667,3,52,NA,NA,NA
"647",NA,"Home",21700003,267,4,0,2,"7:59 PM","3:45",NA,"Williams REBOUND (Off:0 Def:1)",20.25,27.75,3,45,NA,NA,NA
