"","slugScore","slugTeamLeading","idGame","numberEvent","numberEventMessageType","numberEventActionType","numberPeriod","timeStringWC","timeQuarter","descriptionPlayHome","descriptionPlayVisitor","minuteGame","timeRemaining","minuteRemainingQuarter","secondsRemainingQuarter","scoreHome","scoreAway","marginScore"
"1",NA,"Home",21700002,2,12,0,1,"11:02 PM","12:00",NA,NA,0,48,12,0,NA,NA,NA
"2",NA,"Home",21700002,4,10,0,1,"11:02 PM","12:00","Jump Ball Pachulia vs. Capela: Tip to Anderson",NA,0,48,12,0,NA,NA,NA
"3","2 - 0","Away",21700002,7,1,6,1,"11:03 PM","11:47",NA,"Harden 2' Driving Layup (2 PTS)",0.216666666666667,47.7833333333333,11,47,2,0,-2
"4",NA,"Home",21700002,8,2,1,1,"11:03 PM","11:27","MISS Green 25' 3PT Jump Shot",NA,0.55,47.45,11,27,NA,NA,NA
"5",NA,"Home",21700002,9,4,0,1,"11:03 PM","11:23",NA,"Capela REBOUND (Off:0 Def:1)",0.616666666666667,47.3833333333333,11,23,NA,NA,NA
"6",NA,"Home",21700002,10,2,2,1,"11:03 PM","11:13",NA,"MISS Harden 10' Running Jump Shot",0.783333333333333,47.2166666666667,11,13,NA,NA,NA
"7",NA,"Home",21700002,11,4,0,1,"11:03 PM","11:06","Durant REBOUND (Off:0 Def:1)",NA,0.9,47.1,11,6,NA,NA,NA
"8",NA,"Home",21700002,12,6,2,1,"11:03 PM","11:05",NA,"Anderson S.FOUL (P1.T1) (S.Foster)",0.916666666666667,47.0833333333333,11,5,NA,NA,NA
"9","2 - 1","Away",21700002,14,3,11,1,"11:04 PM","11:05","Pachulia Free Throw 1 of 2 (1 PTS)",NA,0.916666666666667,47.0833333333333,11,5,2,1,-1
"10","2 - 2","Home",21700002,15,3,12,1,"11:04 PM","11:05","Pachulia Free Throw 2 of 2 (2 PTS)",NA,0.916666666666667,47.0833333333333,11,5,2,2,NA
"11",NA,"Home",21700002,16,5,1,1,"11:04 PM","11:03","Thompson STEAL (1 STL)","Harden Bad Pass Turnover (P1.T1)",0.95,47.05,11,3,NA,NA,NA
"12",NA,"Home",21700002,18,2,1,1,"11:04 PM","10:47","MISS Durant 25' 3PT Jump Shot",NA,1.21666666666667,46.7833333333333,10,47,NA,NA,NA
"13",NA,"Home",21700002,19,4,0,1,"11:04 PM","10:41",NA,"Paul REBOUND (Off:0 Def:1)",1.31666666666667,46.6833333333333,10,41,NA,NA,NA
"14",NA,"Home",21700002,20,2,1,1,"11:04 PM","10:39",NA,"MISS Paul 24' 3PT Jump Shot",1.35,46.65,10,39,NA,NA,NA
"15",NA,"Home",21700002,21,4,0,1,"11:05 PM","10:33","Pachulia REBOUND (Off:0 Def:1)",NA,1.45,46.55,10,33,NA,NA,NA
"16","2 - 5","Home",21700002,22,1,1,1,"11:05 PM","10:30","Thompson  3PT Jump Shot (3 PTS) (Green 1 AST)",NA,1.5,46.5,10,30,2,5,3
"17","5 - 5","Home",21700002,24,1,63,1,"11:05 PM","10:16",NA,"Ariza 25' 3PT Fadeaway Jumper (3 PTS) (Paul 1 AST)",1.73333333333333,46.2666666666667,10,16,5,5,NA
"18","5 - 7","Home",21700002,26,1,1,1,"11:05 PM","10:05","Thompson 22' Jump Shot (5 PTS) (Green 2 AST)",NA,1.91666666666667,46.0833333333333,10,5,5,7,2
"19",NA,"Home",21700002,28,2,1,1,"11:05 PM","9:51",NA,"MISS Harden 25' 3PT Jump Shot",2.15,45.85,9,51,NA,NA,NA
"20",NA,"Home",21700002,29,4,0,1,"11:05 PM","9:47","Curry REBOUND (Off:0 Def:1)",NA,2.21666666666667,45.7833333333333,9,47,NA,NA,NA
"21",NA,"Home",21700002,30,6,2,1,"11:05 PM","9:47",NA,"Paul S.FOUL (P1.T2) (R.Garretson)",2.21666666666667,45.7833333333333,9,47,NA,NA,NA
"22","5 - 8","Home",21700002,32,3,11,1,"11:06 PM","9:47","Green Free Throw 1 of 2 (1 PTS)",NA,2.21666666666667,45.7833333333333,9,47,5,8,3
"23","5 - 9","Home",21700002,33,3,12,1,"11:06 PM","9:47","Green Free Throw 2 of 2 (2 PTS)",NA,2.21666666666667,45.7833333333333,9,47,5,9,4
"24",NA,"Home",21700002,34,6,1,1,"11:06 PM","9:41","Curry P.FOUL (P1.T1) (S.Foster)",NA,2.31666666666667,45.6833333333333,9,41,NA,NA,NA
"25",NA,"Home",21700002,36,2,1,1,"11:07 PM","9:33","Thompson BLOCK (1 BLK)","MISS Harden 6' Jump Shot",2.45,45.55,9,33,NA,NA,NA
"26",NA,"Home",21700002,38,4,0,1,"11:07 PM","9:24","Thompson REBOUND (Off:0 Def:1)",NA,2.6,45.4,9,24,NA,NA,NA
"27",NA,"Home",21700002,39,6,26,1,"11:07 PM","9:24","Durant Offensive Charge Foul (P1.T2) (S.Foster)",NA,2.6,45.4,9,24,NA,NA,NA
"28",NA,"Home",21700002,41,5,37,1,"11:07 PM","9:24","Durant Offensive Foul Turnover (P1.T1)",NA,2.6,45.4,9,24,NA,NA,NA
"29",NA,"Home",21700002,42,2,57,1,"11:07 PM","9:10",NA,"MISS Ariza 8' Driving Hook Shot",2.83333333333333,45.1666666666667,9,10,NA,NA,NA
"30",NA,"Home",21700002,43,4,0,1,"11:07 PM","9:02","Green REBOUND (Off:0 Def:1)",NA,2.96666666666667,45.0333333333333,9,2,NA,NA,NA
"31","5 - 12","Home",21700002,44,1,1,1,"11:07 PM","9:00","Thompson 26' 3PT Jump Shot (8 PTS) (Durant 1 AST)",NA,3,45,9,0,5,12,7
"32",NA,"Home",21700002,46,5,2,1,"11:08 PM","8:40","Thompson STEAL (2 STL)","Capela Lost Ball Turnover (P1.T2)",3.33333333333333,44.6666666666667,8,40,NA,NA,NA
"33",NA,"Home",21700002,48,6,1,1,"11:08 PM","8:38",NA,"Harden P.FOUL (P1.T3) (R.Garretson)",3.36666666666667,44.6333333333333,8,38,NA,NA,NA
"34",NA,"Home",21700002,50,2,5,1,"11:08 PM","8:29","MISS Green 2' Layup","Capela BLOCK (1 BLK)",3.51666666666667,44.4833333333333,8,29,NA,NA,NA
"35",NA,"Home",21700002,51,4,0,1,"11:08 PM","8:24",NA,"Paul REBOUND (Off:0 Def:2)",3.6,44.4,8,24,NA,NA,NA
"36","7 - 12","Home",21700002,53,1,5,1,"11:08 PM","8:19",NA,"Ariza 3' Layup (5 PTS) (Paul 2 AST)",3.68333333333333,44.3166666666667,8,19,7,12,5
"37","7 - 15","Home",21700002,56,1,1,1,"11:08 PM","8:09","Curry 26' 3PT Jump Shot (3 PTS) (Durant 2 AST)",NA,3.85,44.15,8,9,7,15,8
"38",NA,"Home",21700002,58,6,1,1,"11:09 PM","8:04","Curry P.FOUL (P2.T3) (R.Garretson)",NA,3.93333333333333,44.0666666666667,8,4,NA,NA,NA
"39",NA,"Home",21700002,61,8,0,1,"11:09 PM","8:04","SUB: McCaw FOR Curry",NA,3.93333333333333,44.0666666666667,8,4,NA,NA,NA
"40","9 - 15","Home",21700002,62,1,63,1,"11:09 PM","8:00",NA,"Paul 12' Fadeaway Jumper (2 PTS) (Harden 1 AST)",4,44,8,0,9,15,6
"41","9 - 17","Home",21700002,64,1,1,1,"11:09 PM","7:49","Pachulia 18' Jump Shot (4 PTS) (Green 3 AST)",NA,4.18333333333333,43.8166666666667,7,49,9,17,8
"42",NA,"Home",21700002,66,5,4,1,"11:10 PM","7:41",NA,"Capela Traveling Turnover (P2.T3)",4.31666666666667,43.6833333333333,7,41,NA,NA,NA
"43",NA,"Home",21700002,67,6,1,1,"11:10 PM","7:29",NA,"Ariza P.FOUL (P1.T4) (R.Garretson)",4.51666666666667,43.4833333333333,7,29,NA,NA,NA
"44","9 - 19","Home",21700002,69,1,79,1,"11:11 PM","7:14","McCaw 16' Pullup Jump Shot (2 PTS) (Green 4 AST)",NA,4.76666666666667,43.2333333333333,7,14,9,19,10
"45",NA,"Home",21700002,71,2,1,1,"11:11 PM","7:03",NA,"MISS Anderson 26' 3PT Jump Shot",4.95,43.05,7,3,NA,NA,NA
"46",NA,"Home",21700002,72,4,0,1,"11:11 PM","6:59","Green REBOUND (Off:0 Def:2)",NA,5.01666666666667,42.9833333333333,6,59,NA,NA,NA
"47","9 - 22","Home",21700002,73,1,2,1,"11:11 PM","6:56","Thompson  3PT Running Jump Shot (11 PTS) (Durant 3 AST)",NA,5.06666666666667,42.9333333333333,6,56,9,22,13
"48",NA,"Home",21700002,75,9,1,1,"11:11 PM","6:55",NA,"Rockets Timeout: Regular (Reg.1 Short 0)",5.08333333333333,42.9166666666667,6,55,NA,NA,NA
"49",NA,"Home",21700002,78,8,0,1,"11:12 PM","6:55",NA,"SUB: Tucker FOR Paul",5.08333333333333,42.9166666666667,6,55,NA,NA,NA
"50",NA,"Home",21700002,79,8,0,1,"11:12 PM","6:55",NA,"SUB: Gordon FOR Capela",5.08333333333333,42.9166666666667,6,55,NA,NA,NA
"51",NA,"Home",21700002,80,2,5,1,"11:15 PM","6:43","Durant BLOCK (1 BLK)","MISS Harden 2' Layup",5.28333333333333,42.7166666666667,6,43,NA,NA,NA
"52",NA,"Home",21700002,82,4,0,1,"11:15 PM","6:38",NA,"Anderson REBOUND (Off:2 Def:0)",5.36666666666667,42.6333333333333,6,38,NA,NA,NA
"53",NA,"Home",21700002,186,2,97,1,"11:15 PM","6:34",NA,"MISS Anderson 2' Tip Layup Shot",5.43333333333333,42.5666666666667,6,34,NA,NA,NA
"54",NA,"Home",21700002,187,4,0,1,"11:15 PM","6:33",NA,"Anderson REBOUND (Off:1 Def:0)",5.45,42.55,6,33,NA,NA,NA
"55","11 - 22","Home",21700002,83,1,5,1,"11:15 PM","6:32",NA,"Anderson 1' Layup (2 PTS)",5.46666666666667,42.5333333333333,6,32,11,22,11
"56",NA,"Home",21700002,84,2,1,1,"11:15 PM","6:24","MISS Thompson 22' Jump Shot",NA,5.6,42.4,6,24,NA,NA,NA
"57",NA,"Home",21700002,85,4,0,1,"11:15 PM","6:20",NA,"Ariza REBOUND (Off:0 Def:1)",5.66666666666667,42.3333333333333,6,20,NA,NA,NA
"58","13 - 22","Home",21700002,86,1,6,1,"11:15 PM","6:11",NA,"Gordon 3' Driving Layup (2 PTS)",5.81666666666667,42.1833333333333,6,11,13,22,9
"59",NA,"Home",21700002,87,6,2,1,"11:15 PM","6:11","Pachulia S.FOUL (P1.T4) (T.Maddox)",NA,5.81666666666667,42.1833333333333,6,11,NA,NA,NA
"60",NA,"Home",21700002,90,8,0,1,"11:15 PM","6:11","SUB: Bell FOR Pachulia",NA,5.81666666666667,42.1833333333333,6,11,NA,NA,NA
"61","14 - 22","Home",21700002,91,3,10,1,"11:16 PM","6:11",NA,"Gordon Free Throw 1 of 1 (3 PTS)",5.81666666666667,42.1833333333333,6,11,14,22,8
"62",NA,"Home",21700002,92,2,79,1,"11:16 PM","5:57","MISS Durant 12' Pullup Jump Shot",NA,6.05,41.95,5,57,NA,NA,NA
"63",NA,"Home",21700002,93,4,0,1,"11:16 PM","5:51",NA,"Harden REBOUND (Off:0 Def:1)",6.15,41.85,5,51,NA,NA,NA
"64",NA,"Home",21700002,94,2,1,1,"11:16 PM","5:45",NA,"MISS Harden 7' Jump Shot",6.25,41.75,5,45,NA,NA,NA
"65",NA,"Home",21700002,95,4,0,1,"11:16 PM","5:40","McCaw REBOUND (Off:0 Def:1)",NA,6.33333333333333,41.6666666666667,5,40,NA,NA,NA
"66","14 - 24","Home",21700002,96,1,41,1,"11:16 PM","5:38","Bell 1' Running Layup (2 PTS) (McCaw 1 AST)",NA,6.36666666666667,41.6333333333333,5,38,14,24,10
"67",NA,"Home",21700002,98,2,1,1,"11:16 PM","5:29",NA,"MISS Gordon 25' 3PT Jump Shot",6.51666666666667,41.4833333333333,5,29,NA,NA,NA
"68",NA,"Home",21700002,99,4,0,1,"11:16 PM","5:25","Thompson REBOUND (Off:0 Def:2)",NA,6.58333333333333,41.4166666666667,5,25,NA,NA,NA
"69",NA,"Home",21700002,100,5,1,1,"11:16 PM","5:22","Bell Bad Pass Turnover (P1.T2)","Ariza STEAL (1 STL)",6.63333333333333,41.3666666666667,5,22,NA,NA,NA
"70","16 - 24","Home",21700002,102,1,6,1,"11:17 PM","5:01",NA,"Harden 3' Driving Layup (4 PTS)",6.98333333333333,41.0166666666667,5,1,16,24,8
"71",NA,"Home",21700002,103,6,26,1,"11:17 PM","4:44","Green Offensive Charge Foul (P1.PN) (T.Maddox)",NA,7.26666666666667,40.7333333333333,4,44,NA,NA,NA
"72",NA,"Home",21700002,105,5,37,1,"11:17 PM","4:44","Green Offensive Foul Turnover (P1.T3)",NA,7.26666666666667,40.7333333333333,4,44,NA,NA,NA
"73",NA,"Home",21700002,107,8,0,1,"11:17 PM","4:44",NA,"SUB: Mbah a Moute FOR Ariza",7.26666666666667,40.7333333333333,4,44,NA,NA,NA
"74","18 - 24","Home",21700002,108,1,6,1,"11:18 PM","4:34",NA,"Gordon 2' Driving Layup (5 PTS) (Harden 2 AST)",7.43333333333333,40.5666666666667,4,34,18,24,6
"75",NA,"Home",21700002,110,9,1,1,"11:18 PM","4:26","WARRIORS Timeout: Regular (Full 1 Short 0)",NA,7.56666666666667,40.4333333333333,4,26,NA,NA,NA
"76",NA,"Home",21700002,111,5,40,1,"11:21 PM","4:18","Durant Out of Bounds Lost Ball Turnover (P2.T4)",NA,7.7,40.3,4,18,NA,NA,NA
"77",NA,"Home",21700002,112,2,1,1,"11:22 PM","4:02","McCaw BLOCK (1 BLK)","MISS Gordon 8' Jump Shot",7.96666666666667,40.0333333333333,4,2,NA,NA,NA
"78",NA,"Home",21700002,114,4,0,1,"11:22 PM","4:02",NA,"Rockets Rebound",7.96666666666667,40.0333333333333,4,2,NA,NA,NA
"79",NA,"Home",21700002,116,8,0,1,"11:22 PM","4:02","SUB: Young FOR Durant",NA,7.96666666666667,40.0333333333333,4,2,NA,NA,NA
"80",NA,"Home",21700002,117,2,1,1,"11:22 PM","3:59",NA,"MISS Gordon 26' 3PT Jump Shot",8.01666666666667,39.9833333333333,3,59,NA,NA,NA
"81",NA,"Home",21700002,118,4,0,1,"11:22 PM","3:59",NA,"Rockets Rebound",8.01666666666667,39.9833333333333,3,59,NA,NA,NA
"82",NA,"Home",21700002,119,6,3,1,"11:22 PM","3:59","Green L.B.FOUL (P2.PN) (T.Maddox)",NA,8.01666666666667,39.9833333333333,3,59,NA,NA,NA
"83","21 - 24","Home",21700002,121,1,1,1,"11:23 PM","3:46",NA,"Harden 25' 3PT Jump Shot (7 PTS)",8.23333333333333,39.7666666666667,3,46,21,24,3
"84",NA,"Home",21700002,122,2,1,1,"11:23 PM","3:28","MISS Thompson 18' Jump Shot","Gordon BLOCK (1 BLK)",8.53333333333333,39.4666666666667,3,28,NA,NA,NA
"85",NA,"Home",21700002,124,4,0,1,"11:23 PM","3:21",NA,"Anderson REBOUND (Off:2 Def:1)",8.65,39.35,3,21,NA,NA,NA
"86","24 - 24","Home",21700002,125,1,1,1,"11:23 PM","3:15",NA,"Anderson 27' 3PT Jump Shot (5 PTS) (Harden 3 AST)",8.75,39.25,3,15,24,24,NA
"87","24 - 27","Home",21700002,127,1,1,1,"11:24 PM","2:55","Young  3PT Jump Shot (3 PTS) (Green 5 AST)",NA,9.08333333333333,38.9166666666667,2,55,24,27,3
"88",NA,"Home",21700002,129,5,45,1,"11:24 PM","2:51",NA,"Harden Out of Bounds - Bad Pass Turnover Turnover (P2.T4)",9.15,38.85,2,51,NA,NA,NA
"89",NA,"Home",21700002,133,8,0,1,"11:24 PM","2:51","SUB: Livingston FOR McCaw",NA,9.15,38.85,2,51,NA,NA,NA
"90",NA,"Home",21700002,134,8,0,1,"11:24 PM","2:51","SUB: Casspi FOR Green",NA,9.15,38.85,2,51,NA,NA,NA
"91",NA,"Home",21700002,135,8,0,1,"11:24 PM","2:51",NA,"SUB: Paul FOR Anderson",9.15,38.85,2,51,NA,NA,NA
"92",NA,"Home",21700002,136,6,1,1,"11:25 PM","2:36",NA,"Harden P.FOUL (P2.PN) (R.Garretson)",9.4,38.6,2,36,NA,NA,NA
"93","24 - 28","Home",21700002,138,3,11,1,"11:25 PM","2:36","Casspi Free Throw 1 of 2 (1 PTS)",NA,9.4,38.6,2,36,24,28,4
"94","24 - 29","Home",21700002,139,3,12,1,"11:25 PM","2:36","Casspi Free Throw 2 of 2 (2 PTS)",NA,9.4,38.6,2,36,24,29,5
"95","26 - 29","Home",21700002,140,1,9,1,"11:26 PM","2:21",NA,"Gordon 1' Driving Dunk (7 PTS)",9.65,38.35,2,21,26,29,3
"96",NA,"Home",21700002,141,7,5,1,"11:26 PM","2:19",NA,"Tucker Violation:Kicked Ball (S.Foster)",9.68333333333333,38.3166666666667,2,19,NA,NA,NA
"97","26 - 32","Home",21700002,142,1,79,1,"11:26 PM","2:00","Young 25' 3PT Pullup Jump Shot (6 PTS) (Bell 1 AST)",NA,10,38,2,0,26,32,6
"98",NA,"Home",21700002,144,6,2,1,"11:26 PM","1:51","Bell S.FOUL (P1.PN) (R.Garretson)",NA,10.15,37.85,1,51,NA,NA,NA
"99","27 - 32","Home",21700002,146,3,11,1,"11:27 PM","1:51",NA,"Gordon Free Throw 1 of 2 (8 PTS)",10.15,37.85,1,51,27,32,5
"100","28 - 32","Home",21700002,147,3,12,1,"11:27 PM","1:51",NA,"Gordon Free Throw 2 of 2 (9 PTS)",10.15,37.85,1,51,28,32,4
"101",NA,"Home",21700002,150,8,0,1,"11:28 PM","1:40","SUB: Looney FOR Bell",NA,10.3333333333333,37.6666666666667,1,40,NA,NA,NA
"102","28 - 35","Home",21700002,151,1,79,1,"11:28 PM","1:34","Young 30' 3PT Pullup Jump Shot (9 PTS) (Livingston 1 AST)",NA,10.4333333333333,37.5666666666667,1,34,28,35,7
"103",NA,"Home",21700002,153,6,2,1,"11:28 PM","1:09","Livingston S.FOUL (P1.PN) (S.Foster)",NA,10.85,37.15,1,9,NA,NA,NA
"104","29 - 35","Home",21700002,155,3,11,1,"11:29 PM","1:09",NA,"Tucker Free Throw 1 of 2 (1 PTS)",10.85,37.15,1,9,29,35,6
"105","30 - 35","Home",21700002,156,3,12,1,"11:29 PM","1:09",NA,"Tucker Free Throw 2 of 2 (2 PTS)",10.85,37.15,1,9,30,35,5
"106",NA,"Home",21700002,157,2,79,1,"11:29 PM","0:57","MISS Thompson 26' 3PT Pullup Jump Shot",NA,11.05,36.95,0,57,NA,NA,NA
"107",NA,"Home",21700002,158,4,0,1,"11:30 PM","0:52",NA,"Gordon REBOUND (Off:0 Def:1)",11.1333333333333,36.8666666666667,0,52,NA,NA,NA
"108",NA,"Home",21700002,159,6,1,1,"11:30 PM","0:49","Looney P.FOUL (P1.PN) (T.Maddox)",NA,11.1833333333333,36.8166666666667,0,49,NA,NA,NA
"109",NA,"Home",21700002,161,3,11,1,"11:30 PM","0:49",NA,"MISS Harden Free Throw 1 of 2",11.1833333333333,36.8166666666667,0,49,NA,NA,NA
"110",NA,"Home",21700002,162,4,1,1,"11:30 PM","0:49",NA,"Rockets Rebound",11.1833333333333,36.8166666666667,0,49,NA,NA,NA
"111",NA,"Home",21700002,164,8,0,1,"11:30 PM","0:49","SUB: Curry FOR Thompson",NA,11.1833333333333,36.8166666666667,0,49,NA,NA,NA
"112","31 - 35","Home",21700002,165,3,12,1,"11:30 PM","0:49",NA,"Harden Free Throw 2 of 2 (8 PTS)",11.1833333333333,36.8166666666667,0,49,31,35,4
"113",NA,"Home",21700002,167,2,86,1,"11:31 PM","0:32","MISS Curry 14' Turnaround Fadeaway Shot",NA,11.4666666666667,36.5333333333333,0,32,NA,NA,NA
"114",NA,"Home",21700002,168,4,0,1,"11:31 PM","0:26",NA,"Paul REBOUND (Off:0 Def:3)",11.5666666666667,36.4333333333333,0,26,NA,NA,NA
"115",NA,"Home",21700002,169,2,1,1,"11:31 PM","0:21",NA,"MISS Mbah a Moute 25' 3PT Jump Shot",11.65,36.35,0,21,NA,NA,NA
"116",NA,"Home",21700002,170,4,0,1,"11:31 PM","0:14",NA,"Paul REBOUND (Off:1 Def:3)",11.7666666666667,36.2333333333333,0,14,NA,NA,NA
"117","34 - 35","Home",21700002,171,1,80,1,"11:32 PM","0:01",NA,"Harden 25' 3PT Step Back Jump Shot (11 PTS)",11.9833333333333,36.0166666666667,0,1,34,35,1
"118","34 - 35","Home",21700002,172,13,0,1,"11:32 PM","0:00",NA,NA,12,36,0,0,34,35,1
"119","34 - 35","Home",21700002,181,12,0,2,"11:35 PM","12:00",NA,NA,12,36,12,0,34,35,1
"120",NA,"Home",21700002,182,2,86,2,"11:36 PM","11:47","MISS West 12' Turnaround Fadeaway Shot",NA,12.2166666666667,35.7833333333333,11,47,NA,NA,NA
"121",NA,"Home",21700002,183,4,0,2,"11:36 PM","11:37",NA,"Capela REBOUND (Off:0 Def:2)",12.3833333333333,35.6166666666667,11,37,NA,NA,NA
"122",NA,"Home",21700002,184,2,1,2,"11:36 PM","11:35",NA,"MISS Paul 11' Jump Shot",12.4166666666667,35.5833333333333,11,35,NA,NA,NA
"123",NA,"Home",21700002,185,4,0,2,"11:36 PM","11:29","Curry REBOUND (Off:0 Def:2)",NA,12.5166666666667,35.4833333333333,11,29,NA,NA,NA
"124","34 - 38","Home",21700002,188,1,1,2,"11:36 PM","11:25","Young 27' 3PT Jump Shot (12 PTS) (Livingston 2 AST)",NA,12.5833333333333,35.4166666666667,11,25,34,38,4
"125",NA,"Home",21700002,190,2,5,2,"11:36 PM","11:02","West BLOCK (1 BLK)","MISS Mbah a Moute 2' Layup",12.9666666666667,35.0333333333333,11,2,NA,NA,NA
"126",NA,"Home",21700002,192,4,0,2,"11:36 PM","10:56","Durant REBOUND (Off:0 Def:2)",NA,13.0666666666667,34.9333333333333,10,56,NA,NA,NA
"127",NA,"Home",21700002,193,6,2,2,"11:36 PM","10:56",NA,"Mbah a Moute S.FOUL (P1.T1) (T.Maddox)",13.0666666666667,34.9333333333333,10,56,NA,NA,NA
"128","34 - 39","Home",21700002,195,3,11,2,"11:37 PM","10:56","Curry Free Throw 1 of 2 (4 PTS)",NA,13.0666666666667,34.9333333333333,10,56,34,39,5
"129","34 - 40","Home",21700002,196,3,12,2,"11:37 PM","10:56","Curry Free Throw 2 of 2 (5 PTS)",NA,13.0666666666667,34.9333333333333,10,56,34,40,6
"130",NA,"Home",21700002,197,2,1,2,"11:37 PM","10:36",NA,"MISS Ariza 25' 3PT Jump Shot",13.4,34.6,10,36,NA,NA,NA
"131",NA,"Home",21700002,198,4,0,2,"11:38 PM","10:31","Durant REBOUND (Off:0 Def:3)",NA,13.4833333333333,34.5166666666667,10,31,NA,NA,NA
"132",NA,"Home",21700002,199,9,1,2,"11:38 PM","10:19","WARRIORS Timeout: Regular (Full 2 Short 0)",NA,13.6833333333333,34.3166666666667,10,19,NA,NA,NA
"133",NA,"Home",21700002,200,6,1,2,"11:41 PM","10:14",NA,"Paul P.FOUL (P2.T2) (T.Maddox)",13.7666666666667,34.2333333333333,10,14,NA,NA,NA
"134","34 - 42","Home",21700002,202,1,47,2,"11:42 PM","10:05","Livingston 12' Turnaround Jump Shot (2 PTS)",NA,13.9166666666667,34.0833333333333,10,5,34,42,8
"135",NA,"Home",21700002,203,6,1,2,"11:42 PM","9:39","Young P.FOUL (P1.T1) (T.Maddox)",NA,14.35,33.65,9,39,NA,NA,NA
"136",NA,"Home",21700002,206,5,11,2,"11:44 PM","9:25",NA,"Rockets Turnover: Shot Clock (T#5)",14.5833333333333,33.4166666666667,9,25,NA,NA,NA
"137",NA,"Home",21700002,207,2,5,2,"11:45 PM","9:14","MISS Curry 2' Layup",NA,14.7666666666667,33.2333333333333,9,14,NA,NA,NA
"138",NA,"Home",21700002,208,4,0,2,"11:45 PM","9:09",NA,"Paul REBOUND (Off:1 Def:4)",14.85,33.15,9,9,NA,NA,NA
"139",NA,"Home",21700002,209,5,45,2,"11:45 PM","9:06",NA,"Ariza Out of Bounds - Bad Pass Turnover Turnover (P1.T6)",14.9,33.1,9,6,NA,NA,NA
"140","34 - 44","Home",21700002,210,1,2,2,"11:45 PM","9:03","Young 13' Running Jump Shot (14 PTS) (Livingston 3 AST)",NA,14.95,33.05,9,3,34,44,10
"141",NA,"Home",21700002,212,6,2,2,"11:45 PM","9:03",NA,"Gordon S.FOUL (P1.T3) (S.Foster)",14.95,33.05,9,3,NA,NA,NA
"142","34 - 45","Home",21700002,214,3,10,2,"11:46 PM","9:03","Young Free Throw 1 of 1 (15 PTS)",NA,14.95,33.05,9,3,34,45,11
"143","36 - 45","Home",21700002,215,1,50,2,"11:46 PM","8:52",NA,"Gordon 1' Running Dunk (11 PTS)",15.1333333333333,32.8666666666667,8,52,36,45,9
"144","36 - 47","Home",21700002,216,1,63,2,"11:46 PM","8:39","West 10' Fadeaway Jumper (2 PTS)",NA,15.35,32.65,8,39,36,47,11
"145","38 - 47","Home",21700002,217,1,73,2,"11:46 PM","8:23",NA,"Mbah a Moute 2' Driving Reverse Layup (2 PTS) (Ariza 1 AST)",15.6166666666667,32.3833333333333,8,23,38,47,9
"146",NA,"Home",21700002,219,2,1,2,"11:46 PM","8:15","MISS Curry 27' 3PT Jump Shot",NA,15.75,32.25,8,15,NA,NA,NA
"147",NA,"Home",21700002,220,4,0,2,"11:46 PM","8:09",NA,"Ariza REBOUND (Off:0 Def:2)",15.85,32.15,8,9,NA,NA,NA
"148",NA,"Home",21700002,222,2,3,2,"11:47 PM","8:00",NA,"MISS Capela 6' Hook Shot",16,32,8,0,NA,NA,NA
"149",NA,"Home",21700002,223,4,0,2,"11:47 PM","7:55","Curry REBOUND (Off:0 Def:3)",NA,16.0833333333333,31.9166666666667,7,55,NA,NA,NA
"150","38 - 49","Home",21700002,224,1,1,2,"11:47 PM","7:52","Durant 12' Jump Shot (2 PTS) (Livingston 4 AST)",NA,16.1333333333333,31.8666666666667,7,52,38,49,11
"151",NA,"Home",21700002,225,5,4,2,"11:47 PM","7:41",NA,"Gordon Traveling Turnover (P1.T7)",16.3166666666667,31.6833333333333,7,41,NA,NA,NA
"152",NA,"Home",21700002,227,2,79,2,"11:47 PM","7:30","MISS Young  3PT Pullup Jump Shot",NA,16.5,31.5,7,30,NA,NA,NA
"153",NA,"Home",21700002,228,4,0,2,"11:48 PM","7:25",NA,"Capela REBOUND (Off:0 Def:3)",16.5833333333333,31.4166666666667,7,25,NA,NA,NA
"154","40 - 49","Home",21700002,229,1,52,2,"11:48 PM","7:18",NA,"Capela 1' Alley Oop Dunk (2 PTS) (Paul 3 AST)",16.7,31.3,7,18,40,49,9
"155",NA,"Home",21700002,231,2,2,2,"11:48 PM","7:08","MISS Livingston 10' Running Jump Shot",NA,16.8666666666667,31.1333333333333,7,8,NA,NA,NA
"156",NA,"Home",21700002,232,4,0,2,"11:48 PM","7:07","Young REBOUND (Off:1 Def:0)",NA,16.8833333333333,31.1166666666667,7,7,NA,NA,NA
"157","40 - 51","Home",21700002,233,1,3,2,"11:48 PM","7:07","Young 6' Hook Shot (17 PTS)",NA,16.8833333333333,31.1166666666667,7,7,40,51,11
"158",NA,"Home",21700002,234,7,2,2,"11:48 PM","7:07",NA,"Capela Violation:Defensive Goaltending (R.Garretson)",16.8833333333333,31.1166666666667,7,7,NA,NA,NA
"159",NA,"Home",21700002,235,9,1,2,"11:48 PM","7:07",NA,"Rockets Timeout: Regular (Reg.2 Short 0)",16.8833333333333,31.1166666666667,7,7,NA,NA,NA
"160",NA,"Home",21700002,241,8,0,2,"11:51 PM","7:07","SUB: Thompson FOR Young",NA,16.8833333333333,31.1166666666667,7,7,NA,NA,NA
"161",NA,"Home",21700002,242,8,0,2,"11:51 PM","7:07","SUB: McCaw FOR Livingston",NA,16.8833333333333,31.1166666666667,7,7,NA,NA,NA
