unique_identifier,l0,l1,l2,l3,l4,level,segment,fte,contractor,fte_cost_avg,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,driver,year,min,mid,max
943,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Al Ahsa District Security Team,4,Core,14,0,"15,018",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,14,14,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,stcsub,,,,,
944,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Al Jubail District Security Team,4,Core,11,0,"16,763",0.16,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,11,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
945,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Al Qasim District Security Manager Team,4,Core,24,0,"13,895",0.16,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,24,24,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,stcsub,,,,,
946,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Dammam District Security Team,4,Core,15,0,"17,931",0.56,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,15,15,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
947,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Hail District Security Team,4,Core,15,0,"13,854",0,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,15,15,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
948,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Headquarter Security Operations,4,Core,13,63,"18,033",0.03,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,76,76,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
949,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Jouf District Security Team,4,Support,3,0,"19,524",0.09,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
950,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Northern Border District Security Team,4,Support,8,0,"13,840",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,8,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
951,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Riyadh District Security Team,4,Core,25,0,"15,050",0.01,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,25,25,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
952,Procurement & SS,Procurement & SS,Security & Safety,Eastern & Central Safety & Security Operations,Riyadh Province District Security Team,4,Core,20,0,"14,470",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,20,20,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
953,Procurement & SS,Procurement & SS,Security & Safety,Safety Services,,3,Core,12,0,"30,866",0.28,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,12,12,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
954,Procurement & SS,Procurement & SS,Security & Safety,Security Services,,3,,1,0,"44,381",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,conrev,,,,,
955,Procurement & SS,Procurement & SS,Security & Safety,Security Services,Policies Procedures & Contract Management,4,Support,5,0,"26,386",0.32,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
956,Procurement & SS,Procurement & SS,Security & Safety,Security Services,Systems Support,4,Support,2,0,"35,013",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
957,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,,3,,1,0,"41,110",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,headcount,,,,,
958,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Assir District Security Team,4,Core,18,0,"18,090",0.29,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,18,18,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,stcsub,,,,,
959,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Baha District Security Team,4,Support,4,0,"20,418",0.16,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,4,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,headcount,,,,,
960,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Jeddah District Security Team,4,Support,11,0,"12,125",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,11,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,headcount,,,,,
961,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Jizan District Security Team,4,Support,8,0,"16,050",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,8,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
962,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Madinah District Security Team,4,Support,6,0,"20,688",0.19,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,headcount,,,,,
963,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Makkah District Security Team,4,Support,7,0,"15,214",0.33,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,7,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
964,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Najran District Security Team,4,Core,11,0,"18,678",0.5,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,11,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
965,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Tabuk District Security Team,4,Support,5,0,"17,879",0.02,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,whorev,,,,,
966,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Taif District Security Team,4,Support,8,0,"18,693",0.75,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,8,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,stcsub,,,,,
967,Procurement & SS,Procurement & SS,Security & Safety,Southern & Western Safety & Security Operations,Yanbu District Security Team,4,Support,1,0,"19,159",0.14,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,0.92,0.92,0.92,0.85,0.85,0.85,0.79,0.79,0.79,entrev,,,,,
968,Procurement & SS,Procurement & SS,Technical Procurement,,,2,,8,8,"22,219",,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,16,16,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,whorev,,,,,
969,Procurement & SS,Procurement & SS,Technical Procurement,None,Site Lease Section,4,Support,6,1,"20,796",0.18,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,7,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,whorev,,,,,
970,Procurement & SS,Procurement & SS,Technical Procurement,Access CM,,3,Support,5,1,"39,810",0.04,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,entrev,,,,,
971,Procurement & SS,Procurement & SS,Technical Procurement,Core CM,,3,Support,8,1,"39,631",0,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,9,9,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,headcount,,,,,
972,Procurement & SS,Procurement & SS,Technical Procurement,Infrastructure CM,,3,Support,4,2,"31,675",0.17,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,headcount,,,,,
973,Procurement & SS,Procurement & SS,Technical Procurement,OSP CM,,3,Support,6,0,"35,481",0.1,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,conrev,,,,,
974,Procurement & SS,Procurement & SS,Technical Procurement,Technical Solutions CM,,3,Support,9,5,"37,044",0.06,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,14,14,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,headcount,,,,,
975,Procurement & SS,Procurement & SS,Technical Procurement,VAS CM,,3,Support,3,3,"39,449",0,0.94,0.89,0.84,0.92,0.84,0.77,0.89,0.79,0.71,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,1.12,1.05,0.96,1,1.12,1.05,0.96,1,1.12,1.05,0.96,0,0,0,N,,,,,,,1.09,1.09,1.09,1.19,1.19,1.19,1.3,1.3,1.3,0.92,0.92,0.92,0.85,0.85,0.85,0.78,0.78,0.78,stcsub,,,,,
1268,Strategy,Strategy,,,,1,,4,1,"23,637",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,stcsub,,,,,
1269,Strategy,Strategy,None,None,Planning & Quality Support Team,4,Support,3,0,"28,827",0.16,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,5,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,stcsub,,,,,
1270,Strategy,Strategy,Business Development & Innovation,,,2,,5,0,"52,219",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,entrev,,,,,
1271,Strategy,Strategy,Business Development & Innovation,Business Development,,3,,1,0,"58,020",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,whorev,,,,,
1272,Strategy,Strategy,Business Development & Innovation,Business Development,Concept Development,4,Critical,1,0,"49,012",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,stcsub,,,,,
1273,Strategy,Strategy,Business Development & Innovation,Business Development,Concept Execution,4,Critical,1,0,"38,507",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,entrev,,,,,
1274,Strategy,Strategy,Business Development & Innovation,Digital Innovation,,3,Critical,1,0,"46,972",0.17,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,stcsub,,,,,
1275,Strategy,Strategy,Business Development & Innovation,Digital Innovation,Innovation Culture-Building,4,Critical,4,0,"24,823",0.41,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,6,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,entrev,,,,,
1276,Strategy,Strategy,Business Development & Innovation,Partnerships & Alliances,,3,Critical,4,0,"29,185",0.56,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,6,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,conrev,,,,,
1277,Strategy,Strategy,Market Intelligence,,,2,,6,0,"28,636",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,headcount,,,,,
1278,Strategy,Strategy,Market Intelligence,Knowledge Management & Internal information,,3,Critical,5,0,"40,930",0.1,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,8,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,headcount,,,,,
