unique_identifier,l0,l1,l2,l3,l4,level,segment,fte,contractor,fte_cost_avg,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,tenure_0-4,tenure_5-9,tenure_10-14,tenure_15-19,tenure_20-24,tenure_25+,age_20-24,age_25-29,age_30-34,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60+,degree_yes,degree_no,,driver_group,driver,year,min,mid,max
183,Consumer,None,Planning & Performance,Financial Control & Operations,Maslahi and User Administration,4,Core,9,0,16653.95667,0.182,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,9,9,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,1,4,3,1,0,0,1,3,2,2,1,0,0,4,5,,whorev,whorev,2,1112,1112,1112
184,Consumer,None,Planning & Performance,Financial Control & Operations,Profitability Management,4,Support,3,0,22342.32667,0.19,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3,0,,conrev,whorev,3,1194,1194,1194
185,Consumer,None,Planning & Performance,Financial Control & Operations,Revenue Assurance,4,Core,3,0,22240.0656,0.19,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,2,3,8,30,6,0,0,2,3,19,15,8,3,0,32,18,,entrev,stcsub,0,22.2,22.2,22.2
1556,Consumer,None,Planning & Performance,Partners Management,Purchase Order Management,4,Core,15,0,30501.77454,0.678,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,14,15,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,whorev,stcsub,1,21.6,21.6,21.6
186,Consumer,None,Planning & Performance,Performance & Program Management,,3,Management,1,0,43268.08,,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,headcount,stcsub,2,21.9,21.9,21.9
187,Consumer,None,Planning & Performance,Performance & Program Management,Performance & Fraud Management,4,Core,13,0,23685.82538,0.22,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,12,13,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,2,0,3,6,2,0,0,0,2,5,4,2,0,0,0,11,2,,stcsub,stcsub,3,22.3,22.3,22.3
188,Consumer,None,Planning & Performance,Performance & Program Management,Performance Analytics & Reporting,4,Core,10,0,24191.726,0.2,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,10,10,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,5,0,0,2,3,0,0,1,2,2,4,1,0,0,0,7,3,,conrev,,,,,
189,Consumer,None,Planning & Performance,Performance & Program Management,Program Management,4,Support,5,0,30046.626,0.19,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,1,2,2,0,0,0,0,0,3,2,0,0,0,2,3,,whorev,,,,,
190,Consumer,None,Planning & Performance,Quality Management,,3,Core,14,0,27324.40857,0.154,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,13,14,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,2,8,2,2,0,0,1,2,6,3,2,0,0,9,5,,stcsub,,,,,
1506,Consumer,None,Planning & Performance,Quality Management,Consumer Quality Assurance Pool,4,Core,9,0,27324.40857,0.19,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,9,9,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,headcount,,,,,
1498,Consumer,None,Planning & Performance,Quality Management,Consumer Quality Control Pool,4,Core,5,0,27324.40857,0.154,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,stcsub,,,,,
191,Consumer,None,Planning & Performance,Sales Support,,3,Management,1,0,47848.53,,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,entrev,,,,,
192,Consumer,None,Planning & Performance,Sales Support,Held Order Management,4,Support,7,0,20819.80286,0.48,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,7,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,1,3,1,0,1,0,1,2,1,2,1,0,0,0,4,3,,stcsub,,,,,
193,Consumer,None,Planning & Performance,Sales Support,Sales Order Management,4,Core,12,0,25127.40917,0.5,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,12,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,3,1,2,2,3,1,0,0,0,5,2,4,1,0,0,7,5,,stcsub,,,,,
194,Consumer,None,Planning & Performance,Sales Support,SIMs / Scratch Cards Supply Chain,4,Core,16,0,23992.15563,0.526,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,15,16,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,1,2,7,4,1,0,0,1,4,6,2,2,1,0,8,8,,whorev,,,,,
195,Consumer,None,Planning & Performance,Strategic & Financial Planning,,3,Management,1,0,55356.51,,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,conrev,,,,,
196,Consumer,None,Planning & Performance,Strategic & Financial Planning,Financial Planning & Budgeting,4,Critical,9,0,28286.96222,0.192,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,9,9,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,1,1,1,2,4,0,0,1,1,2,3,1,1,0,4,5,,headcount,,,,,
197,Consumer,None,Planning & Performance,Strategic & Financial Planning,Strategic Planning & Risk Management,4,Critical,4,0,35869.2375,0.18,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,4,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,1,0,3,0,0,0,0,0,0,2,1,0,1,0,4,0,,conrev,,,,,
198,Consumer,Customer Care,,,,1,Management,3,0,28329.01667,,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,2,1,,conrev,,,,,
199,Consumer,Customer Care,None,Billing & Collections,,3,Management,1,0,51690.13,,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,entrev,,,,,
200,Consumer,Customer Care,None,Billing & Collections,Billing Complaints,4,Support,6,0,23729.785,0.21,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,6,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,3,0,3,0,0,0,2,1,1,2,0,0,4,2,,whorev,,,,,
201,Consumer,Customer Care,None,Billing & Collections,Billing Operations,4,Core,31,0,19352.00419,0.25,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,24,30,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,1,3,15,8,4,0,0,2,8,6,10,4,1,0,9,22,,entrev,,,,,
202,Consumer,Customer Care,None,Billing & Collections,Collections,4,Core,15,0,22734.072,0.25,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,12,15,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,1,8,6,0,0,0,0,3,8,1,2,1,0,4,11,,headcount,,,,,
203,Consumer,Customer Care,None,Billing & Collections,Customer Usage Administration,4,Core,16,0,23305.67563,0.202,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,13,16,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,2,7,5,2,0,1,0,3,6,2,4,0,0,10,6,,stcsub,,,,,
204,Consumer,Customer Care,Customer Care Centers,,,2,Management,3,19,34037.92,,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,17,21,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,2,1,,stcsub,,,,,
205,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,,3,Management,1,0,37936.13,,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,entrev,,,,,
206,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,Centers Governance,4,Core,13,0,18338.28923,0.198,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,10,13,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,7,5,1,0,0,1,0,5,6,1,0,0,0,3,10,,headcount,,,,,
207,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,Quality Assurance,4,Core,32,4,15604.96844,0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,28,34,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,2,1,11,13,3,2,0,0,8,13,7,3,1,0,0,15,21,,stcsub,,,,,
208,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,,3,Management,3,7,47194.29333,,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,10,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,3,0,,headcount,,,,,
209,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,Service Assurance Operations,4,Core,31,0,16988.56645,0.332,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,24,30,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,0,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,2,1,13,11,3,1,0,1,10,11,8,0,1,0,0,19,12,,conrev,,,,,
